年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2018,3,20,22,184,32,258,569,16,368,221,225,57,623,69,41,192,237,110,24,713,49,41,110
2018,3,20,23,155,45,266,582,12,328,278,332,94,479,254,24,172,164,53,77,615,45,61,82
2018,3,20,24,69,32,225,582,4,533,287,688,172,1102,204,36,127,118,57,73,824,69,45,114
2018,3,21,1,73,20,110,348,0,278,426,934,147,2501,69,20,98,94,65,135,942,90,45,151
2018,3,21,2,61,24,122,278,8,250,688,852,53,1787,122,53,73,90,36,90,688,41,53,168
2018,3,21,3,45,4,98,225,12,164,606,701,61,1033,118,45,69,82,49,49,606,94,28,287
2018,3,21,4,36,24,77,127,8,155,737,619,41,1115,172,24,49,28,36,45,389,69,45,102
2018,3,21,5,12,8,82,77,8,122,533,598,16,664,213,20,24,28,28,32,225,45,45,41
2018,3,21,6,12,12,73,24,0,114,459,496,20,1012,82,12,45,45,4,32,307,49,24,65
2018,3,21,7,0,8,53,36,0,69,508,348,49,893,168,12,20,32,0,8,147,0,20,16
2018,3,21,8,12,12,36,73,0,73,446,287,0,-9998,94,4,8,12,4,-9998,-9998,0,12,0
2018,3,21,9,8,16,24,106,0,77,262,180,12,-9998,77,8,12,8,0,-9998,-9998,0,8,-9998
2018,3,21,10,20,12,49,94,0,98,143,168,0,-9998,65,0,4,16,0,-9998,-9998,-9998,0,-9998
2018,3,21,11,8,28,32,77,4,278,-9998,196,0,-9998,-9998,0,0,0,0,-9998,-9998,-9998,0,-9998
2018,3,21,12,0,0,28,82,4,2173,-9998,61,-9998,-9998,-9998,0,4,0,0,-9998,-9998,-9998,0,-9998
2018,3,21,13,0,0,8,-9998,8,-9998,-9998,-9998,-9998,-9998,-9998,0,0,0,0,-9998,-9998,-9998,0,-9998
2018,3,21,14,-9998,0,4,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,16,4,0,-9998,-9998,-9998,4,-9998
2018,3,21,15,-9998,4,0,20,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,4,0,0,-9998,-9998,-9998,4,-9998
2018,3,21,16,-9998,0,0,0,-9998,-9998,-9998,-9998,-9998,-9998,0,0,0,0,0,-9998,-9998,-9998,0,-9998
2018,3,21,17,-9998,0,0,4,0,-9998,-9998,0,-9998,-9998,-9998,4,4,0,0,-9998,-9998,-9998,0,8
2018,3,21,18,0,0,0,0,0,-9998,4,-9998,-9998,-9998,0,0,8,0,0,-9998,-9998,-9998,0,0
2018,3,21,19,0,0,4,0,0,-9998,0,0,0,-9998,-9998,0,0,0,0,-9998,-9998,0,0,0
2018,3,21,20,0,0,0,0,-9998,-9998,-9998,0,0,-9998,0,0,0,0,0,-9998,-9998,0,0,0
2018,3,21,21,0,0,4,4,0,0,0,-9998,0,-9998,0,0,4,0,0,0,0,0,4,0
2018,3,21,22,0,4,0,0,0,-9998,-9998,8,0,0,4,0,0,0,0,0,4,0,0,0
2018,3,21,23,0,0,0,0,0,-9998,-9998,0,0,0,0,8,0,0,0,0,0,0,0,0
2018,3,21,24,0,0,0,0,-9998,0,-9998,4,0,0,0,0,4,0,0,0,0,0,0,0
2018,3,22,1,0,0,0,0,-9998,4,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,22,2,0,0,0,0,0,12,-9998,0,0,0,0,0,0,0,0,0,4,0,0,0
2018,3,22,3,0,0,12,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,3,22,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2018,3,22,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2018,3,22,6,0,0,0,0,0,8,4,0,0,0,0,0,0,8,0,0,0,0,0,0
2018,3,22,7,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,8
2018,3,22,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2018,3,22,9,0,0,16,4,4,0,12,0,0,0,0,0,0,8,0,0,12,0,0,0
2018,3,22,10,8,4,16,0,4,4,0,8,4,4,12,0,0,4,0,0,90,4,0,0
2018,3,22,11,4,20,20,0,4,0,8,12,0,0,24,4,8,41,0,0,32,0,0,0
2018,3,22,12,8,8,12,12,4,12,24,24,4,0,12,0,0,4,0,4,4,0,4,0
2018,3,22,13,8,12,28,12,0,8,8,12,4,0,8,4,0,16,0,4,36,0,0,8
2018,3,22,14,32,28,65,16,0,49,32,8,4,20,16,4,4,12,4,4,8,0,4,16
2018,3,22,15,36,16,32,16,4,94,188,12,4,45,41,12,0,20,4,4,102,12,8,49
2018,3,22,16,57,4,69,16,4,12,848,8,4,69,20,16,12,24,0,8,28,36,24,16
2018,3,22,17,8,32,36,49,28,16,926,16,8,32,32,4,16,16,8,4,106,49,41,16
2018,3,22,18,24,12,82,49,20,24,729,24,20,176,61,8,118,28,0,36,57,57,24,24
2018,3,22,19,20,32,200,32,8,45,450,28,49,983,758,16,65,8,8,65,196,24,12,28
2018,3,22,20,45,24,110,49,4,61,139,385,184,1328,623,0,49,20,8,110,8,32,36,4
2018,3,22,21,61,45,196,159,0,77,122,672,122,901,41,16,36,16,20,53,102,184,188,159
2018,3,22,22,49,20,221,114,4,53,61,274,106,1254,16,8,36,45,4,20,110,200,295,151
2018,3,22,23,49,28,209,106,4,61,65,200,20,1332,8,254,41,41,8,28,73,94,254,168
2018,3,22,24,36,24,213,61,0,139,45,122,24,754,4,266,168,32,4,45,69,147,86,512
2018,3,23,1,61,24,262,65,0,98,36,90,24,672,0,12,118,61,12,49,94,65,77,266
2018,3,23,2,24,28,213,61,8,139,57,155,24,897,12,28,61,57,28,20,106,28,49,635
2018,3,23,3,32,36,122,196,4,204,45,315,20,1139,28,32,24,98,98,53,176,45,32,328
2018,3,23,4,8,94,192,172,8,168,12,270,82,2656,12,110,57,94,90,73,184,41,36,643
2018,3,23,5,0,188,172,151,8,291,57,143,41,5096,16,143,24,176,168,28,122,28,65,479
2018,3,23,6,0,709,225,49,16,61,16,82,73,5739,16,45,69,278,147,28,32,20,65,389
2018,3,23,7,0,615,356,102,8,164,36,77,122,4436,12,16,114,450,155,65,151,53,36,328
2018,3,23,8,8,352,381,131,0,192,36,250,114,2045,20,45,180,491,53,73,360,61,45,639
2018,3,23,9,20,241,467,122,4,53,57,287,53,2595,28,4,127,737,82,90,172,49,24,799
2018,3,23,10,16,696,266,118,4,86,266,332,41,3415,16,65,225,774,69,217,344,41,32,565
2018,3,23,11,4,393,73,274,4,53,237,209,16,1795,53,168,426,487,73,45,389,53,8,508
2018,3,23,12,20,266,139,176,8,127,143,233,73,1676,118,200,356,442,45,176,442,36,36,356
2018,3,23,13,57,254,221,200,0,217,176,479,106,1820,32,73,422,245,53,213,1414,16,41,225
2018,3,23,14,20,139,266,200,8,381,225,307,114,705,32,90,221,188,53,377,1611,32,28,155
2018,3,23,15,16,94,524,114,24,303,250,541,69,557,16,86,82,233,57,303,1402,65,65,102
2018,3,23,16,16,61,1070,155,4,217,122,180,61,500,8,28,82,188,65,217,631,176,172,90
2018,3,23,17,20,53,992,61,8,36,73,385,49,459,28,32,61,229,90,438,668,471,245,4
2018,3,23,18,73,102,1164,82,8,282,122,274,49,287,102,28,45,114,24,172,811,332,73,57
2018,3,23,19,200,28,610,82,0,705,102,65,36,213,151,32,20,135,12,41,287,61,20,16
2018,3,23,20,409,28,459,65,0,258,45,143,41,139,184,20,16,172,12,8,758,12,28,131
2018,3,23,21,221,192,319,57,4,274,49,98,28,176,200,12,41,557,4,12,287,41,24,139
2018,3,23,22,61,397,221,65,4,262,36,77,4,180,213,45,106,1016,4,12,426,4,36,0
2018,3,23,23,24,151,151,61,16,139,20,69,12,12,106,45,377,783,4,0,180,4,12,24
2018,3,23,24,32,49,340,106,4,98,49,237,0,8,172,69,315,582,24,0,36,4,41,24
2018,3,24,1,41,180,463,82,16,69,49,250,4,0,86,135,176,356,8,4,36,4,77,20
2018,3,24,2,36,233,487,143,0,73,32,77,0,41,106,28,77,172,8,0,53,0,28,16
2018,3,24,3,28,143,315,94,4,106,28,106,16,32,110,12,77,184,4,0,221,8,49,4
2018,3,24,4,4,122,287,135,0,73,20,28,4,49,16,28,90,131,8,4,270,4,65,36
2018,3,24,5,20,114,209,135,4,57,45,8,8,164,45,159,69,94,0,12,274,4,65,94
2018,3,24,6,45,82,225,98,12,90,28,69,4,901,28,114,98,147,4,8,213,4,49,53
2018,3,24,7,45,127,155,188,24,90,41,20,28,807,41,49,180,135,4,86,188,16,16,82
2018,3,24,8,61,143,241,233,82,106,41,73,49,434,69,57,118,122,36,61,200,20,32,69
2018,3,24,9,53,176,106,209,282,49,41,73,57,795,53,24,41,364,32,114,533,32,69,73
2018,3,24,10,41,110,114,200,356,73,94,45,36,2763,73,98,69,787,102,110,164,8,32,94
2018,3,24,11,36,315,57,241,274,209,122,36,32,2107,57,102,237,475,151,82,455,16,12,159
2018,3,24,12,147,344,36,172,200,295,57,28,28,803,143,61,65,504,86,20,623,12,24,90
2018,3,24,13,4,151,41,114,82,471,45,16,16,377,266,172,106,606,118,16,270,4,65,20
2018,3,24,14,12,73,16,159,49,237,41,36,16,307,172,82,61,200,16,16,434,94,118,49
2018,3,24,15,0,110,32,73,28,122,147,4,16,159,127,36,36,159,16,41,98,139,90,36
2018,3,24,16,0,122,20,57,24,77,233,24,28,135,118,41,28,200,16,12,102,45,69,28
2018,3,24,17,8,32,36,45,12,8,270,16,24,102,49,16,24,110,28,28,168,61,45,98
2018,3,24,18,0,24,49,82,16,20,250,20,41,82,94,12,0,32,4,41,127,90,53,98
2018,3,24,19,0,28,28,28,8,16,65,45,24,196,24,4,8,0,16,57,180,32,24,36
2018,3,24,20,4,0,20,28,28,32,82,16,16,204,24,0,0,4,4,41,131,16,12,114
2018,3,24,21,0,12,12,61,8,270,135,4,4,94,24,4,4,0,0,8,127,0,12,36
2018,3,24,22,4,8,4,0,0,57,61,12,12,98,4,0,4,0,0,20,98,0,20,32
2018,3,24,23,0,4,4,4,0,32,8,127,4,98,36,0,0,24,0,8,49,4,16,86
2018,3,24,24,86,77,155,0,4,8,90,86,12,110,32,12,28,57,4,32,176,61,32,254
2018,3,25,1,12,172,0,0,0,28,61,16,8,922,53,12,45,49,36,61,127,28,82,508
2018,3,25,2,0,319,4,8,4,102,73,12,4,348,57,0,139,168,8,16,69,20,110,164
2018,3,25,3,0,393,86,57,4,65,114,4,8,196,65,20,77,553,4,20,49,4,36,266
2018,3,25,4,0,53,90,90,20,36,41,4,0,127,131,12,45,381,0,28,16,12,110,245
2018,3,25,5,4,0,45,65,4,94,32,4,28,135,139,12,86,94,0,8,4,0,110,168
2018,3,25,6,0,4,94,86,36,98,262,0,16,221,225,0,90,16,0,20,12,0,41,299
2018,3,25,7,20,28,151,69,28,122,266,24,86,397,209,32,176,90,8,254,102,12,86,520
2018,3,25,8,24,147,307,28,36,204,356,151,49,2386,229,69,114,237,65,282,619,45,102,262
2018,3,25,9,61,762,307,61,24,20,524,196,20,5457,49,127,82,200,254,86,336,73,61,217
2018,3,25,10,90,844,508,250,45,77,586,409,49,2997,45,106,61,336,159,122,381,45,53,307
2018,3,25,11,328,610,364,332,8,73,676,524,49,2070,110,28,57,225,57,287,348,28,49,155
2018,3,25,12,397,336,422,221,8,57,524,364,172,774,151,36,86,217,16,467,192,28,41,82
2018,3,25,13,364,200,336,278,8,53,528,512,233,1049,213,69,164,221,24,438,143,36,77,49
2018,3,25,14,368,168,336,287,32,86,586,696,266,405,94,127,90,250,12,53,143,16,45,61
2018,3,25,15,389,180,926,557,20,139,598,578,368,164,233,65,57,323,32,24,159,12,12,49
2018,3,25,16,250,229,778,574,69,118,459,692,131,168,487,20,28,487,4,16,143,24,4,69
2018,3,25,17,164,303,1303,598,41,155,574,561,65,172,266,4,24,615,4,20,143,8,24,20
2018,3,25,18,73,233,1053,340,45,221,455,574,176,180,147,4,28,323,4,53,192,12,16,16
2018,3,25,19,36,192,680,508,28,307,455,73,143,159,209,12,24,368,36,65,266,24,12,32
2018,3,25,20,135,135,319,446,61,717,233,49,49,225,110,8,41,368,24,16,172,36,12,159
2018,3,25,21,90,65,319,389,36,619,446,82,36,135,151,32,94,57,4,53,114,8,28,73
2018,3,25,22,118,61,336,578,53,565,270,225,73,245,455,24,73,53,4,69,106,86,12,168
2018,3,25,23,65,49,586,422,36,418,151,258,53,278,426,77,82,69,16,45,122,53,36,225
2018,3,25,24,61,32,647,344,53,467,258,266,102,311,225,122,122,147,8,122,155,24,45,315
2018,3,26,1,90,98,524,393,28,332,303,307,65,955,114,176,287,237,20,217,368,90,77,344
2018,3,26,2,122,254,590,405,53,332,291,254,57,1463,155,159,467,262,45,541,860,36,122,483
2018,3,26,3,196,147,409,500,82,254,229,245,135,1685,118,106,635,401,24,184,1377,73,53,491
2018,3,26,4,118,114,615,471,65,409,287,241,299,4669,90,73,541,368,28,282,1475,122,139,1430
2018,3,26,5,139,168,500,1459,73,364,204,319,254,3411,118,65,291,168,0,434,3759,221,135,1357
2018,3,26,6,106,114,528,889,36,360,135,262,307,1816,504,41,192,229,4,533,1291,135,118,1529
2018,3,26,7,250,254,996,606,32,278,131,381,397,1803,200,65,217,172,8,303,2927,250,184,1541
2018,3,26,8,438,762,852,979,32,164,102,475,270,6674,143,82,114,217,61,237,2349,233,164,1320
2018,3,26,9,467,926,996,528,20,143,192,237,204,19052,323,114,127,389,127,307,774,213,155,701
2018,3,26,10,270,1057,865,450,16,307,204,213,221,3972,250,114,45,1238,77,274,1098,118,188,360
2018,3,26,11,1234,491,1189,303,45,172,94,164,131,2517,348,53,32,1320,24,188,1463,41,77,176
2018,3,26,12,1857,368,1184,241,24,118,77,57,49,1115,295,28,36,471,20,65,713,49,49,237
2018,3,26,13,1262,192,1131,241,12,94,118,28,86,524,172,16,16,258,28,77,586,65,36,1070
2018,3,26,14,770,98,1541,450,8,139,110,28,28,332,188,24,90,118,16,86,496,266,237,1885
2018,3,26,15,520,106,1410,668,24,180,172,20,41,278,180,139,168,135,28,53,418,299,241,1020
2018,3,26,16,192,164,717,615,24,114,258,28,86,229,122,118,233,504,20,147,746,385,94,1160
2018,3,26,17,16,155,496,561,49,73,204,49,180,467,73,45,73,1020,4,254,844,377,122,938
2018,3,26,18,16,487,475,491,16,303,192,45,332,840,102,32,73,1094,8,586,983,180,143,828
2018,3,26,19,86,660,729,434,20,500,159,73,266,856,270,53,155,660,12,1123,373,127,77,127
2018,3,26,20,139,737,1012,172,20,422,196,287,274,795,729,16,41,824,20,725,282,127,204,319
2018,3,26,21,405,791,1066,352,28,393,168,549,688,762,795,8,77,422,0,287,159,90,82,1451
2018,3,26,22,245,651,1102,299,49,377,151,270,828,836,1037,41,77,295,8,717,176,57,245,885
2018,3,26,23,262,660,1762,299,12,672,159,192,860,1373,381,135,135,356,12,1148,233,143,422,1574
2018,3,26,24,151,733,5842,241,61,1857,233,241,643,561,86,168,209,459,0,893,1189,49,746,1586
2018,3,27,1,196,389,8216,422,65,1857,328,151,508,2111,61,213,295,664,4,623,4784,49,651,860
2018,3,27,2,414,192,7826,860,114,717,545,188,524,4854,69,155,299,819,0,729,10434,188,574,1242
2018,3,27,3,418,164,5522,1582,114,688,631,352,225,4641,127,94,237,803,0,352,8974,82,475,1713
2018,3,27,4,328,110,6477,2349,118,393,635,873,200,6584,65,28,319,450,0,323,4776,16,364,2070
2018,3,27,5,196,258,2734,1992,118,274,328,590,131,5965,258,98,192,504,0,180,3714,73,262,2722
2018,3,27,6,594,332,3284,1713,106,278,405,496,245,3534,295,73,168,656,0,135,2480,225,254,3493
2018,3,27,7,110,368,2152,869,57,287,262,328,340,1639,122,139,496,282,4,204,2443,217,250,1639
2018,3,27,8,241,799,1574,1500,61,258,295,270,188,7060,164,180,467,336,65,204,1389,180,172,836
2018,3,27,9,364,475,766,1562,102,172,389,393,180,7228,200,118,299,684,73,225,770,164,168,446
2018,3,27,10,151,319,352,250,32,155,450,213,106,5485,225,164,94,1357,229,192,1324,102,61,270
2018,3,27,11,20,291,122,668,61,188,184,155,82,1562,176,287,36,1762,291,110,557,41,49,168
2018,3,27,12,4,319,102,1275,65,77,98,135,36,1061,61,557,45,922,102,65,455,24,32,168
2018,3,27,13,4,385,73,3357,106,73,82,131,86,520,45,409,49,533,65,73,180,16,204,188
2018,3,27,14,12,168,69,3189,90,41,57,332,49,491,53,180,77,475,24,32,172,32,340,61
2018,3,27,15,4,86,53,2115,90,65,49,168,73,143,41,94,192,422,4,94,352,24,94,69
2018,3,27,16,4,77,57,1340,28,32,94,32,118,86,69,98,28,155,24,41,213,16,32,86
2018,3,27,17,4,53,36,520,8,24,98,41,122,139,49,12,32,172,12,8,147,61,28,352
2018,3,27,18,4,155,61,237,12,250,155,139,20,180,151,32,45,295,32,127,496,233,139,856
2018,3,27,19,8,94,77,94,8,795,303,94,98,254,196,57,188,311,57,426,213,295,147,684
2018,3,27,20,12,49,53,151,8,409,245,176,323,696,254,200,368,475,24,594,172,258,188,1004
2018,3,27,21,12,82,57,94,16,295,168,319,446,1094,217,352,463,553,16,942,184,188,295,897
2018,3,27,22,24,98,24,135,28,274,168,319,889,319,159,295,344,1406,45,1107,118,49,168,828
2018,3,27,23,24,131,24,172,32,332,192,278,848,311,213,114,82,811,20,774,164,57,98,315
2018,3,27,24,4,159,8,229,16,373,192,348,701,303,266,8,16,110,28,430,783,61,122,94
2018,3,28,1,4,110,20,192,28,295,323,319,250,549,237,24,36,127,28,90,1230,53,131,139
2018,3,28,2,0,135,36,348,41,582,328,274,86,967,196,36,28,192,8,86,2000,69,122,188
2018,3,28,3,20,196,32,1189,32,332,352,332,114,1172,106,57,77,471,8,250,4128,20,176,479
2018,3,28,4,20,73,368,819,139,381,397,204,143,1410,127,77,49,635,86,200,3202,28,176,606
2018,3,28,5,53,151,348,795,159,512,389,155,172,1955,168,118,41,602,41,274,1680,217,61,1467
2018,3,28,6,86,106,258,910,86,307,405,135,291,1279,184,102,122,623,12,278,1775,159,82,1123
2018,3,28,7,90,168,996,1873,168,364,368,209,229,1406,332,65,282,578,41,467,2173,110,57,988
2018,3,28,8,282,241,1307,1193,245,397,397,336,237,4616,672,192,188,754,86,356,2115,217,274,1459
2018,3,28,9,274,549,750,815,245,459,426,258,196,8191,344,520,270,610,77,245,1689,110,393,1287
2018,3,28,10,233,1344,672,565,258,221,578,291,278,2464,409,512,245,873,24,204,2763,184,94,762
2018,3,28,11,524,811,778,401,172,373,323,213,213,811,418,409,102,844,4,323,959,155,118,1336
2018,3,28,12,688,401,446,442,303,426,233,155,159,545,364,151,94,906,16,135,1266,36,73,516
2018,3,28,13,315,311,393,282,147,151,155,217,118,352,266,45,57,787,4,98,434,49,65,824
2018,3,28,14,139,340,463,508,69,82,135,94,61,323,143,20,36,787,12,69,332,61,102,680
2018,3,28,15,49,266,561,471,49,57,90,45,94,250,98,45,41,787,4,28,368,73,65,245
2018,3,28,16,20,209,471,258,36,41,122,32,82,594,102,28,114,606,8,73,274,53,122,204
2018,3,28,17,8,258,184,172,12,49,122,32,106,233,57,20,57,491,16,41,241,49,57,135
2018,3,28,18,20,139,188,188,61,172,135,28,77,307,110,36,24,377,20,49,278,32,41,586
2018,3,28,19,82,225,368,364,221,209,196,12,86,705,90,16,45,438,12,65,422,82,36,389
2018,3,28,20,28,164,569,176,139,287,217,16,147,692,77,4,41,250,4,135,459,147,73,151
2018,3,28,21,45,106,832,135,94,266,328,118,147,824,118,36,24,164,4,352,368,102,143,61
2018,3,28,22,155,176,807,295,114,258,184,176,217,815,336,28,57,250,16,487,2833,90,204,65
2018,3,28,23,266,446,1201,307,49,520,225,204,250,1074,438,86,77,311,32,405,1693,82,184,114
2018,3,28,24,168,500,3489,319,69,983,241,164,463,1656,180,90,127,278,16,701,828,61,192,147
2018,3,29,1,164,291,6158,442,250,1385,373,250,418,2664,184,82,106,430,16,582,2406,49,180,869
2018,3,29,2,176,274,3562,389,475,2103,647,184,295,3099,237,28,250,508,16,471,7203,41,168,1480
2018,3,29,3,172,164,5104,3398,1098,1299,668,266,241,5186,155,65,184,598,16,299,5297,184,204,4460
2018,3,29,4,172,368,4674,6359,1312,1258,664,307,307,7699,475,86,204,500,4,336,6703,159,151,3710
2018,3,29,5,155,250,2869,6666,1271,901,680,258,377,18925,352,94,217,520,4,172,7613,139,110,2242
2018,3,29,6,389,225,2890,1890,897,910,459,209,475,14985,770,49,229,409,0,524,3542,151,122,2066
2018,3,29,7,983,487,2037,3677,770,799,766,381,352,7412,1004,287,487,824,8,615,7158,176,241,3074
2018,3,29,8,1316,709,1029,3144,606,942,565,401,266,9319,348,656,491,1254,127,1730,9061,291,196,2013
2018,3,29,9,586,1000,278,1553,807,430,647,262,151,4095,332,196,82,627,106,426,2050,282,336,1197
2018,3,29,10,98,582,159,873,615,778,574,221,217,4456,373,135,110,680,45,491,1545,217,307,606
2018,3,29,11,110,561,221,594,512,487,385,172,266,1156,422,139,65,1025,16,209,647,110,188,528
2018,3,29,12,147,377,172,528,623,389,73,86,110,660,159,94,192,901,8,184,491,90,77,450
2018,3,29,13,159,348,82,315,266,393,69,41,94,819,122,77,73,959,0,106,541,73,82,344
2018,3,29,14,57,266,258,192,122,475,82,36,98,446,319,24,28,537,20,90,241,36,82,147
2018,3,29,15,24,196,328,204,139,229,311,41,114,340,143,24,28,528,12,69,180,65,32,885
2018,3,29,16,20,204,869,229,102,319,758,73,53,192,122,53,127,446,0,36,225,323,258,1680
2018,3,29,17,61,295,1406,245,303,516,1262,45,57,110,94,41,102,606,28,323,778,352,61,2115
2018,3,29,18,114,147,1791,323,307,1266,762,45,508,303,250,82,98,1143,49,524,1025,409,102,2070
2018,3,29,19,180,520,1070,1439,250,1250,561,45,1340,639,270,209,139,1393,65,1525,696,266,557,2332
2018,3,29,20,164,1332,1340,4341,73,565,332,491,1381,21775,364,176,278,1275,90,1639,1611,311,885,2976
2018,3,29,21,1959,1000,3370,3800,24,233,155,1996,774,14050,147,307,217,869,32,2209,3431,188,754,2041
2018,3,29,22,2771,409,3534,1717,24,446,139,865,168,4645,53,332,192,1004,49,479,1549,656,758,1225
2018,3,29,23,1180,705,3546,668,49,807,168,635,122,4423,176,172,438,1160,49,90,2242,807,819,2632
2018,3,29,24,865,705,3386,2521,98,1816,385,594,61,7453,77,352,364,2263,20,164,5932,303,418,3251
2018,3,30,1,967,832,7925,5563,188,1951,426,1000,131,5936,73,524,512,1262,41,139,8601,315,557,2341
2018,3,30,2,1037,1045,7310,12193,213,2550,245,1701,102,7289,94,233,553,959,82,98,6773,278,582,1500
2018,3,30,3,934,2107,5190,11475,86,2480,127,2402,49,8048,53,200,319,873,98,94,7564,332,496,2201
2018,3,30,4,910,2443,6904,10582,94,1492,188,1504,90,7871,57,389,401,5452,69,159,6416,192,434,2816
2018,3,30,5,828,1414,8769,4907,106,906,479,1221,69,7773,32,1771,2337,3111,77,106,10614,102,282,1832
2018,3,30,6,1061,660,6883,3718,143,778,209,647,65,4464,16,1447,2193,2373,270,77,13238,86,323,1275
2018,3,30,7,828,963,1779,2656,16,647,122,553,606,2783,53,561,1738,1865,200,61,7334,336,615,1107
2018,3,30,8,368,705,1250,2082,82,1209,98,1201,594,2701,36,450,1467,1914,94,28,4136,463,446,1086
2018,3,30,9,479,656,1529,938,53,930,114,934,377,1607,32,328,1262,1885,102,45,2816,299,258,602
2018,3,30,10,754,783,2008,799,57,401,221,742,287,1582,16,405,1393,1377,102,45,1799,233,266,537
2018,3,30,11,524,606,1434,713,41,143,254,668,274,1258,12,491,1299,1508,53,41,1475,254,188,307
2018,3,30,12,438,881,1422,533,69,155,241,533,127,803,45,446,1172,1422,86,28,1250,155,344,516
2018,3,30,13,360,496,1250,471,53,180,340,463,151,643,61,430,1221,1488,86,24,803,69,266,766
2018,3,30,14,348,467,975,311,36,98,418,533,65,557,45,225,1107,889,77,32,778,139,200,647
2018,3,30,15,389,393,725,323,28,147,221,582,143,241,28,270,766,791,77,65,496,102,237,602
2018,3,30,16,20,151,660,368,32,127,307,364,69,479,65,131,266,553,36,94,414,164,172,533
2018,3,30,17,16,184,623,291,16,118,221,270,159,520,57,241,118,508,69,49,889,53,188,221
2018,3,30,18,20,118,955,319,20,184,213,250,155,598,176,65,65,455,77,61,643,73,102,303
2018,3,30,19,45,122,651,295,16,233,192,180,45,430,217,69,188,496,61,20,516,49,110,344
2018,3,30,20,110,172,676,373,4,196,168,147,82,323,184,176,385,459,61,41,455,69,159,118
2018,3,30,21,299,385,360,586,8,303,393,110,164,262,237,155,373,578,45,61,393,147,127,122
2018,3,30,22,282,401,159,836,20,483,405,73,147,336,291,258,569,783,41,98,135,94,159,910
2018,3,30,23,131,471,155,606,20,315,278,184,184,582,491,438,496,852,28,254,155,151,127,971
2018,3,30,24,94,180,192,319,4,323,196,688,299,348,291,709,467,856,16,233,192,188,307,955
2018,3,31,1,135,90,164,245,16,295,127,590,446,385,77,274,450,496,4,315,229,237,282,643
2018,3,31,2,241,98,180,348,24,418,196,450,381,266,90,131,537,250,8,204,282,323,262,840
2018,3,31,3,311,196,250,401,28,393,180,282,282,245,73,82,352,118,8,204,204,315,237,807
2018,3,31,4,237,237,270,553,24,352,225,241,110,479,291,53,250,135,8,393,213,245,94,947
2018,3,31,5,209,122,307,528,41,381,168,278,180,389,217,57,188,147,0,471,315,352,82,951
2018,3,31,6,258,110,405,438,49,323,192,332,188,405,287,45,155,192,4,500,106,221,65,742
2018,3,31,7,262,73,528,545,24,360,311,528,204,574,262,61,159,204,0,282,258,176,36,619
2018,3,31,8,135,45,602,500,61,520,717,323,155,754,295,69,180,213,41,135,393,73,65,418
2018,3,31,9,110,122,610,377,41,241,688,315,164,414,364,131,180,299,53,217,323,82,139,233
2018,3,31,10,77,172,438,373,20,196,565,237,135,373,299,196,291,545,73,192,225,49,82,364
2018,3,31,11,147,217,373,434,65,344,487,131,176,360,319,180,254,430,32,135,340,82,127,332
2018,3,31,12,143,159,291,438,24,209,332,151,122,299,151,77,106,401,24,82,229,155,127,442
2018,3,31,13,41,176,217,299,16,164,184,139,127,184,69,106,86,278,24,69,237,65,98,319
2018,3,31,14,28,168,241,250,24,196,102,98,53,176,86,49,77,344,28,69,229,65,114,262
2018,3,31,15,4,168,204,266,16,65,172,45,61,200,77,49,41,385,8,53,438,57,110,266
2018,3,31,16,8,196,237,188,8,53,127,65,69,221,77,32,102,405,8,57,373,49,41,196
2018,3,31,17,12,188,258,229,12,20,94,49,147,287,77,36,122,344,24,65,307,57,61,151
2018,3,31,18,20,118,319,147,12,41,86,49,143,328,135,41,82,204,32,49,401,57,53,176
2018,3,31,19,12,118,233,176,12,127,233,65,184,483,164,49,65,213,28,36,381,32,20,106
2018,3,31,20,32,82,266,82,16,151,188,106,41,627,262,57,49,172,20,36,360,12,41,49
2018,3,31,21,8,135,282,315,69,143,426,352,57,389,204,20,36,155,41,94,176,16,24,36
2018,3,31,22,45,86,245,307,36,98,258,352,28,291,270,41,53,176,24,90,94,20,24,41
2018,3,31,23,69,82,307,397,45,94,217,364,36,364,295,16,32,143,20,94,82,12,12,12
2018,3,31,24,90,90,241,266,41,69,159,291,118,213,217,24,36,122,20,122,45,20,16,53
2018,4,1,1,61,73,217,213,45,135,94,270,184,270,282,16,49,98,8,217,139,16,57,118
