年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,旧笠間支所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2016,3,16,3,49,61,106,12,49,0,16,,4,262,4,77,,315,135,32,41,20,250,155
2016,3,16,4,12,122,106,12,86,0,41,20,20,377,16,94,151,233,122,28,12,20,196,98
2016,3,16,5,8,61,131,16,90,0,77,4,12,192,32,77,414,164,106,28,36,0,110,32
2016,3,16,6,12,102,311,73,94,0,24,4,24,168,16,69,229,82,36,28,16,24,73,36
2016,3,16,7,12,16,180,213,200,4,12,,28,344,20,16,122,98,106,12,45,16,131,69
2016,3,16,8,36,32,147,213,131,0,28,,45,430,16,28,143,278,213,20,77,8,147,159
2016,3,16,9,57,98,147,159,61,4,49,12,20,319,32,57,233,295,57,57,32,28,147,455
2016,3,16,10,53,114,131,61,94,8,746,,49,90,12,45,143,254,61,36,65,32,287,373
2016,3,16,11,53,114,184,16,135,20,250,,110,114,32,53,94,233,73,28,131,53,328,295
2016,3,16,12,77,110,209,65,135,65,65,,41,237,36,49,110,442,45,94,53,86,200,348
2016,3,16,13,114,106,287,82,147,250,20,57,41,168,86,98,94,143,122,24,61,16,282,680
2016,3,16,14,24,106,118,94,168,409,49,45,24,53,77,49,82,102,36,12,32,28,122,254
2016,3,16,15,45,143,176,147,122,549,225,32,28,82,147,24,8,73,73,24,20,28,196,172
2016,3,16,16,98,77,159,77,106,315,278,57,49,94,102,8,41,102,24,8,45,53,151,90
2016,3,16,17,106,77,467,86,164,258,364,,41,221,98,8,41,90,20,12,73,32,139,229
2016,3,16,18,184,122,266,98,135,340,389,49,57,164,229,32,36,118,90,82,86,53,110,135
2016,3,16,19,258,69,274,77,221,57,701,45,77,237,131,4,36,102,73,155,41,36,49,229
2016,3,16,20,151,82,254,122,229,12,250,110,65,176,102,16,32,36,73,24,57,65,102,241
2016,3,16,21,139,28,200,217,237,8,73,135,82,229,94,16,24,32,164,32,28,8,69,254
2016,3,16,22,114,102,229,373,139,8,65,168,90,143,69,12,24,36,155,135,32,36,122,405
2016,3,16,23,82,106,118,344,168,8,61,57,106,184,32,98,24,20,118,73,32,53,266,168
2016,3,16,24,102,69,114,483,184,0,65,53,172,188,28,151,24,65,28,180,36,82,176,135
2016,3,17,1,139,90,73,307,86,0,82,53,295,135,28,164,28,4,12,262,49,53,168,98
2016,3,17,2,118,73,127,139,41,0,73,61,217,41,86,86,53,4,12,266,155,45,155,102
2016,3,17,3,77,32,168,98,36,12,86,176,49,45,69,61,57,4,16,118,106,61,122,53
2016,3,17,4,69,32,86,98,16,8,82,381,24,57,28,61,28,0,16,65,32,32,122,32
2016,3,17,5,28,16,36,49,8,0,73,196,24,20,77,36,24,8,4,69,24,20,41,8
2016,3,17,6,24,16,12,73,8,8,86,118,28,28,77,122,45,8,36,118,16,16,90,20
2016,3,17,7,24,16,4,36,4,8,49,754,12,65,86,41,20,41,16,41,86,8,82,151
2016,3,17,8,49,49,69,45,65,16,57,672,49,98,86,49,49,147,69,20,90,12,147,217
2016,3,17,9,82,65,98,98,127,24,221,742,36,110,86,45,45,459,90,41,45,20,196,192
2016,3,17,10,41,45,221,36,147,16,65,,61,94,57,36,36,615,24,41,16,12,180,143
2016,3,17,11,41,94,282,20,94,139,53,1131,32,131,69,28,12,672,49,32,49,24,110,110
2016,3,17,12,45,49,245,32,69,86,122,204,20,172,20,65,12,627,24,8,4,8,106,69
2016,3,17,13,57,69,295,49,94,73,217,352,28,114,20,32,0,282,32,4,32,12,118,127
2016,3,17,14,45,86,328,32,61,217,73,340,53,12,16,41,16,250,28,4,16,12,32,209
2016,3,17,15,32,49,471,98,32,143,82,164,49,12,20,41,20,159,16,24,45,0,98,102
2016,3,17,16,24,49,307,94,98,106,98,110,45,24,32,36,49,86,32,12,28,4,147,61
2016,3,17,17,8,65,459,57,131,200,118,45,20,36,20,16,41,36,8,28,12,28,94,53
2016,3,17,18,32,53,537,77,192,266,73,61,28,90,32,32,77,24,28,4,16,24,94,82
2016,3,17,19,,,,,,,,,,,,,,,,,,,,
2016,3,17,20,20,41,49,147,315,65,41,,28,73,434,8,16,12,12,8,24,8,49,20
2016,3,17,21,,,,,,,,,,,,,,,,,,,,
2016,3,17,22,,,,,,,,,,,,,,,,,,,,
2016,3,17,23,,,,,,,,,,,,,,,,,,,,
2016,3,17,24,,,,,,,,,,,,,,,,,,,,
2016,3,18,1,,,,,,,,,,,,,,,,,,,,
2016,3,18,2,,,,,,,,,,,,,,,,,,,,
2016,3,18,3,,,,,,,,,,,,,,,,,,,,
2016,3,18,4,,,,,,,,,,,,,,,,,,,,
2016,3,18,5,,,,,,,,,,,,,,,,,,,,
2016,3,18,6,,,,,,,,,,,,,,,,,,,,
2016,3,18,7,,,,,,,,,,,,,,,,,,,,
2016,3,18,8,,,,,,,,,,,,,,,,,,,,
2016,3,18,9,,,,,,,,,,,,,,,,,,,,
2016,3,18,10,,,,,,,,,,,,,,,,,,,,
2016,3,18,11,,,,,,,,,,,,45,32,1775,,,,41,,
2016,3,18,12,303,221,291,49,258,352,49,159,32,200,53,20,16,922,57,12,192,28,106,545
2016,3,18,13,106,98,188,164,209,643,32,258,57,368,77,8,8,553,57,0,328,24,172,352
2016,3,18,14,53,102,164,139,225,578,164,69,32,590,102,0,28,569,28,20,159,12,155,192
2016,3,18,15,36,94,90,192,196,483,323,32,16,405,98,0,32,233,20,20,254,20,110,106
2016,3,18,16,41,36,90,118,291,705,955,139,36,295,135,8,12,65,12,8,69,12,110,73
2016,3,18,17,4,24,557,176,315,270,1033,254,16,143,303,8,4,49,4,0,45,16,94,77
2016,3,18,18,12,24,45,106,336,348,1033,631,45,106,524,4,0,77,4,8,41,8,82,122
2016,3,18,19,8,16,32,164,180,323,717,803,12,155,299,8,12,36,8,0,24,4,32,16
2016,3,18,20,16,16,41,49,127,258,545,873,0,118,200,0,0,41,8,0,24,4,28,28
2016,3,18,21,4,8,36,69,139,196,930,664,0,147,295,0,0,16,8,0,4,4,16,12
2016,3,18,22,4,0,73,61,131,188,1033,709,12,41,323,4,0,4,16,8,36,12,16,12
2016,3,18,23,8,0,98,20,114,135,1160,524,8,45,471,0,4,12,20,8,82,0,0,20
2016,3,18,24,20,4,61,20,131,168,1201,368,4,32,209,0,0,86,12,0,4,4,0,4
2016,3,19,1,24,4,20,16,49,254,852,344,4,20,114,0,4,61,24,0,0,0,0,20
2016,3,19,2,32,0,0,12,20,209,381,422,0,8,77,4,8,184,32,0,12,0,4,0
2016,3,19,3,0,4,12,16,4,28,303,155,0,28,49,0,0,57,12,4,0,0,4,28
2016,3,19,4,20,4,53,0,0,8,135,28,4,16,36,0,8,8,0,4,24,4,4,16
2016,3,19,5,8,8,36,4,8,4,90,8,8,20,20,0,0,0,8,0,8,0,0,24
2016,3,19,6,0,0,8,4,0,0,41,4,0,41,16,0,0,0,0,4,12,12,12,53
2016,3,19,7,12,0,94,0,0,0,20,8,16,65,8,4,0,0,0,8,20,4,0,32
2016,3,19,8,4,4,16,0,0,0,12,61,16,86,24,0,0,4,0,4,20,4,0,24
2016,3,19,9,0,4,4,0,0,4,36,16,4,65,28,12,0,4,4,8,32,0,12,4
2016,3,19,10,0,0,8,4,12,0,12,8,8,32,12,0,0,4,0,8,57,0,0,45
2016,3,19,11,0,0,0,4,12,0,28,16,4,16,4,0,0,0,0,0,16,0,0,0
2016,3,19,12,0,0,0,16,8,8,36,127,4,0,16,0,0,0,0,0,0,4,0,0
2016,3,19,13,0,0,4,28,36,12,20,237,4,20,12,0,0,0,0,0,0,0,500,8
2016,3,19,14,4,4,28,57,28,82,28,82,0,49,16,0,8,0,0,0,12,0,16,16
2016,3,19,15,8,4,73,98,36,196,192,,8,155,24,0,8,0,0,32,4,0,4,8
2016,3,19,16,8,0,65,90,57,41,660,,12,122,45,0,0,4,0,32,61,4,250,65
2016,3,19,17,24,32,77,98,57,0,389,692,0,65,409,0,0,0,0,28,159,4,422,57
2016,3,19,18,45,61,32,131,168,0,180,344,16,20,176,0,4,4,0,36,53,8,16,61
2016,3,19,19,184,53,450,483,164,0,98,,20,1025,73,0,36,0,0,32,28,0,32,36
2016,3,19,20,721,61,1205,512,537,4,98,,45,934,172,8,106,0,4,28,45,8,20,364
2016,3,19,21,467,340,1119,483,537,20,176,217,28,569,82,8,57,0,61,61,122,41,57,409
2016,3,19,22,496,340,901,155,143,24,49,393,53,344,57,110,20,12,16,41,438,32,65,557
2016,3,19,23,471,434,508,147,143,0,65,196,24,229,73,41,299,45,4,12,282,28,155,705
2016,3,19,24,254,356,364,82,77,12,49,491,28,241,32,90,348,102,90,24,250,16,118,803
2016,3,20,1,159,270,405,82,61,86,159,405,20,450,69,221,368,282,155,20,176,16,151,799
2016,3,20,2,295,155,533,159,57,8,73,250,4,803,151,106,442,254,12,57,143,28,57,504
2016,3,20,3,291,176,537,328,98,45,53,225,16,1061,139,147,336,278,61,45,180,20,77,627
2016,3,20,4,274,258,627,422,196,114,28,147,28,541,65,127,245,291,49,16,196,32,94,598
2016,3,20,5,229,180,832,352,53,20,77,168,0,598,77,110,278,188,61,12,332,24,69,893
2016,3,20,6,200,127,619,266,32,28,82,209,12,586,73,77,344,164,57,28,729,12,73,77
2016,3,20,7,463,241,409,237,20,57,61,364,0,553,41,86,381,188,168,32,508,0,106,20
2016,3,20,8,245,118,385,405,8,57,57,258,8,1029,36,131,446,164,102,28,184,20,110,12
2016,3,20,9,196,77,418,672,36,61,73,537,0,733,65,139,348,364,164,16,127,24,90,4
2016,3,20,10,176,102,660,594,57,106,65,446,28,869,98,53,442,258,65,45,311,20,155,114
2016,3,20,11,139,118,524,401,77,139,73,,28,684,122,45,438,221,36,32,340,28,143,180
2016,3,20,12,164,90,565,213,28,143,114,832,36,619,168,65,258,295,118,32,291,53,86,455
2016,3,20,13,192,180,975,225,122,57,135,381,69,787,180,77,254,401,106,28,176,57,155,397
2016,3,20,14,176,122,684,143,225,53,77,434,57,569,65,77,291,241,122,118,217,32,127,574
2016,3,20,15,164,82,557,172,209,90,110,311,90,1004,77,53,122,196,135,147,155,57,237,307
2016,3,20,16,143,65,500,86,86,118,368,336,61,438,32,118,86,196,151,110,61,86,196,172
2016,3,20,17,82,106,590,82,32,36,291,106,77,323,65,77,213,307,57,82,73,53,262,348
2016,3,20,18,131,86,414,110,24,8,155,86,135,200,49,86,164,245,184,49,118,65,135,430
2016,3,20,19,86,127,221,114,77,16,41,127,86,204,28,82,282,295,328,61,192,65,159,282
2016,3,20,20,159,180,270,188,102,0,32,36,176,209,12,77,225,315,196,32,102,114,172,155
2016,3,20,21,180,200,393,209,184,0,20,20,65,53,8,28,143,213,315,73,131,147,217,172
2016,3,20,22,127,188,446,245,287,4,24,16,53,102,16,49,147,159,151,12,106,82,221,250
2016,3,20,23,36,143,241,319,221,4,24,16,32,90,8,61,184,135,139,4,94,122,159,344
2016,3,20,24,45,94,122,209,110,8,4,20,8,180,0,24,98,86,24,4,61,61,168,147
2016,3,21,1,77,36,139,73,69,8,12,20,24,98,4,36,102,49,32,20,86,45,172,127
2016,3,21,2,28,24,135,82,262,0,20,28,4,53,4,8,94,86,45,8,110,28,69,176
2016,3,21,3,28,45,131,131,143,0,20,28,0,90,4,4,106,12,28,16,28,24,77,69
2016,3,21,4,53,32,122,69,82,0,8,,12,77,8,16,73,32,0,4,32,16,77,61
2016,3,21,5,45,4,114,36,147,0,8,4,8,53,4,12,49,49,24,8,32,20,45,82
2016,3,21,6,159,4,77,94,106,0,8,8,12,131,16,4,32,69,24,0,41,16,36,82
2016,3,21,7,53,24,41,53,94,4,12,8,20,168,4,0,41,20,16,12,8,4,49,94
2016,3,21,8,20,24,131,28,65,4,0,20,12,278,12,4,77,61,16,12,20,0,57,69
2016,3,21,9,36,61,94,53,102,32,28,90,8,180,8,4,168,57,8,4,20,8,176,86
2016,3,21,10,61,32,131,77,122,12,151,69,0,110,12,8,143,16,12,4,204,20,45,266
2016,3,21,11,73,45,114,98,200,32,155,168,12,106,8,28,135,20,8,12,122,28,65,196
2016,3,21,12,65,12,135,98,127,28,94,,24,65,32,20,57,77,16,24,45,4,102,168
2016,3,21,13,45,28,94,110,168,24,114,295,49,122,49,8,77,69,12,0,57,20,127,192
2016,3,21,14,20,57,229,159,90,41,102,164,8,65,49,24,41,65,16,8,28,12,127,106
2016,3,21,15,41,61,192,168,155,36,114,225,32,106,49,8,41,49,32,8,32,4,73,143
2016,3,21,16,16,41,180,77,168,24,291,237,20,139,90,16,32,53,0,20,36,4,90,122
2016,3,21,17,61,4,151,118,118,24,315,254,12,86,61,8,49,73,53,12,36,4,118,122
2016,3,21,18,57,28,213,65,213,41,713,459,49,475,241,4,131,32,16,8,36,36,122,110
2016,3,21,19,90,20,184,65,221,41,594,717,106,733,200,32,24,49,16,82,53,16,57,41
2016,3,21,20,86,32,147,143,352,41,516,479,12,778,172,12,61,73,36,82,348,16,45,36
2016,3,21,21,184,20,184,200,225,82,307,209,16,450,188,16,73,82,8,77,278,4,86,245
2016,3,21,22,188,41,135,278,204,57,73,135,45,598,73,0,90,86,16,73,233,20,41,606
2016,3,21,23,135,86,159,315,315,151,61,73,36,496,90,32,102,69,65,41,131,32,73,500
2016,3,21,24,180,180,221,373,250,131,20,24,90,217,12,45,192,184,86,45,90,41,106,172
2016,3,22,1,155,241,233,360,340,61,16,24,12,356,12,118,459,184,196,32,41,12,127,200
2016,3,22,2,159,241,188,340,147,90,28,0,32,508,16,307,491,57,254,20,32,8,176,118
2016,3,22,3,106,405,110,438,151,77,20,4,41,475,28,368,414,53,278,57,49,8,127,143
2016,3,22,4,127,340,65,250,77,32,0,12,8,266,16,241,459,8,291,94,24,20,176,106
2016,3,22,5,139,159,86,426,98,8,41,12,28,299,12,151,377,36,373,122,20,0,77,143
2016,3,22,6,155,110,65,319,82,20,20,0,8,311,196,41,270,28,291,90,45,4,12,192
2016,3,22,7,98,176,118,430,114,12,57,20,61,221,94,28,213,36,155,188,49,4,69,172
2016,3,22,8,135,53,184,487,213,8,82,12,53,311,122,36,381,118,143,184,77,16,139,172
2016,3,22,9,131,77,143,135,159,4,73,4,49,184,86,45,274,340,143,41,28,41,159,192
2016,3,22,10,77,61,151,49,118,28,20,24,24,94,24,57,122,188,65,28,32,45,147,110
2016,3,22,11,,61,102,53,98,168,41,16,49,57,28,53,114,373,57,24,57,12,139,102
2016,3,22,12,65,82,90,73,118,159,65,28,41,82,118,28,106,401,98,8,45,24,151,86
2016,3,22,13,65,94,57,90,168,274,53,118,12,127,53,45,41,307,90,20,36,4,127,127
2016,3,22,14,28,69,61,61,176,229,53,49,45,86,45,4,41,139,98,8,65,41,106,53
2016,3,22,15,61,41,45,69,94,364,98,32,16,131,77,16,114,188,49,4,53,20,118,45
2016,3,22,16,45,61,36,77,69,139,282,36,16,65,69,8,32,237,49,12,32,28,77,53
2016,3,22,17,,41,24,102,127,204,291,94,36,94,90,12,28,41,45,12,53,20,57,147
2016,3,22,18,53,45,131,118,200,209,307,135,8,86,28,24,110,82,28,4,77,12,45,291
2016,3,22,19,65,41,245,41,180,299,287,139,24,204,69,12,45,86,98,41,114,36,53,90
2016,3,22,20,122,24,118,36,118,164,245,200,45,262,57,12,20,57,24,73,82,20,45,57
2016,3,22,21,65,36,143,94,106,69,168,287,28,217,32,8,90,20,24,41,32,24,82,45
2016,3,22,22,73,69,131,65,41,118,262,348,94,274,61,8,172,73,20,12,82,16,102,8
2016,3,22,23,61,45,41,86,65,73,311,274,69,188,36,12,73,368,8,77,98,41,106,32
2016,3,22,24,49,94,94,49,49,57,344,184,16,168,45,20,86,344,16,69,16,57,110,41
2016,3,23,1,32,131,41,61,65,122,192,315,77,200,45,20,73,250,28,147,57,82,110,16
2016,3,23,2,41,131,28,98,102,45,196,,106,188,36,90,36,118,36,237,32,61,122,16
2016,3,23,3,77,73,16,159,65,16,204,184,200,176,49,110,69,94,65,180,49,102,102,16
2016,3,23,4,127,53,28,213,90,24,53,,213,135,73,12,172,32,57,209,32,94,131,16
2016,3,23,5,155,36,36,225,57,4,32,24,184,131,28,41,86,20,69,143,73,61,176,4
2016,3,23,6,73,65,82,73,24,4,32,57,114,237,20,36,147,8,94,204,53,57,270,8
2016,3,23,7,61,32,41,90,36,8,12,,118,307,16,86,106,12,98,164,82,82,328,36
2016,3,23,8,82,131,164,147,36,12,65,77,98,578,53,94,155,122,8,143,221,32,241,159
2016,3,23,9,114,106,196,135,57,4,110,41,151,1803,110,90,250,299,237,110,110,24,225,311
2016,3,23,10,168,254,237,328,401,8,102,139,98,1767,53,98,233,475,184,82,106,32,1057,200
2016,3,23,11,180,110,504,373,254,4,98,213,69,405,41,69,176,598,77,45,172,32,307,241
2016,3,23,12,57,82,368,282,241,4,114,143,94,135,73,135,77,164,159,41,57,0,159,127
2016,3,23,13,45,94,520,131,233,98,127,118,77,151,53,86,102,86,90,28,24,28,98,114
2016,3,23,14,0,53,176,69,213,12,77,90,77,49,61,32,57,49,94,36,41,12,159,151
2016,3,23,15,53,32,135,102,184,0,69,135,45,65,69,24,45,86,41,61,45,8,250,94
2016,3,23,16,106,16,164,401,0,-9998,106,16,82,90,41,16,53,57,28,28,28,16,164,32
2016,3,23,17,106,24,184,0,0,-9998,86,16,32,65,61,8,65,61,12,28,32,12,61,53
2016,3,23,18,110,16,188,4,8,-9998,49,4,69,16,77,4,69,28,12,16,41,12,90,57
2016,3,23,19,86,8,36,8,0,-9998,53,0,65,65,94,4,41,36,12,8,53,12,57,82
2016,3,23,20,20,16,16,0,4,-9998,8,0,24,4,4,0,32,4,8,24,12,12,73,69
2016,3,23,21,12,20,12,4,-9998,336,8,0,41,8,0,20,61,28,0,24,8,4,45,168
2016,3,23,22,4,8,4,0,-9998,-9998,0,12,12,20,4,24,143,118,4,20,0,4,65,49
2016,3,23,23,0,4,0,4,-9998,-9998,4,-9998,4,24,0,12,233,94,53,0,16,57,143,32
2016,3,23,24,4,12,8,0,-9998,-9998,0,287,0,20,0,8,106,41,36,0,24,61,49,16
2016,3,24,1,8,0,4,0,-9998,-9998,0,-9998,0,20,0,0,36,41,20,4,20,36,49,110
2016,3,24,2,0,8,0,0,0,-9998,0,-9998,16,12,0,12,65,12,28,4,28,12,28,143
2016,3,24,3,4,0,4,0,-9998,430,0,-9998,12,4,0,0,36,41,57,20,8,4,36,213
2016,3,24,4,4,0,8,-9998,4,299,0,122,12,4,0,0,28,65,41,24,4,4,16,69
2016,3,24,5,0,0,4,-9998,-9998,139,0,4,8,0,4,0,53,28,45,32,4,8,57,49
2016,3,24,6,4,8,8,0,0,16,0,0,4,0,0,4,53,32,36,20,0,4,41,24
2016,3,24,7,8,12,-9998,-9998,0,4,4,8,4,0,4,16,57,32,57,4,0,12,12,20
2016,3,24,8,8,0,0,4,4,4,8,,0,0,4,12,24,16,36,4,12,4,24,4
2016,3,24,9,8,0,0,0,8,4,20,49,0,0,12,0,4,12,28,0,0,0,12,16
2016,3,24,10,36,0,8,8,16,4,16,,0,4,4,4,4,0,0,0,4,0,4,45
2016,3,24,11,12,4,53,16,24,4,135,,0,0,36,4,12,8,0,4,8,0,4,12
2016,3,24,12,24,16,106,41,49,0,61,418,0,20,41,4,0,0,0,4,4,0,8,16
2016,3,24,13,28,20,135,73,701,0,90,204,8,41,28,28,8,16,0,0,12,4,0,16
2016,3,24,14,16,36,82,69,217,0,90,155,65,77,2656,0,12,45,4,45,16,0,24,41
2016,3,24,15,32,16,164,65,147,4,106,131,28,86,45,36,57,20,8,36,41,4,73,32
2016,3,24,16,32,24,82,69,94,0,164,176,45,147,77,8,24,24,8,61,90,0,98,102
2016,3,24,17,32,32,200,135,53,8,53,82,86,184,57,24,94,45,49,86,110,12,151,233
2016,3,24,18,90,20,155,102,262,4,73,28,106,274,45,16,98,36,41,147,118,28,86,217
2016,3,24,19,69,16,139,45,65,4,28,16,69,2595,32,4,73,45,28,196,61,16,90,151
2016,3,24,20,86,36,102,69,73,4,24,4,41,1197,36,0,73,20,36,57,967,20,57,229
2016,3,24,21,98,32,94,82,32,4,49,4,24,315,12,16,102,16,32,32,315,8,53,385
2016,3,24,22,61,90,90,32,12,0,8,0,98,442,8,32,82,20,36,16,192,8,82,237
2016,3,24,23,20,114,24,8,8,12,4,0,41,135,0,16,114,0,122,16,102,12,41,127
2016,3,24,24,4,41,45,49,0,4,28,4,16,77,20,45,131,0,94,16,32,4,41,69
2016,3,25,1,8,20,45,0,4,0,20,36,16,127,8,16,41,0,86,12,28,24,20,36
2016,3,25,2,16,12,24,4,0,0,0,0,4,45,0,4,49,0,57,12,8,24,65,36
2016,3,25,3,4,12,12,0,0,4,8,16,8,90,8,16,8,0,57,16,4,12,24,57
2016,3,25,4,8,0,12,0,0,4,0,8,20,188,12,4,8,0,41,57,4,4,12,32
2016,3,25,5,12,8,0,4,0,4,12,24,24,282,16,0,4,4,45,69,0,12,57,12
2016,3,25,6,0,8,0,0,0,4,12,20,49,147,8,0,24,0,49,4,0,0,24,49
2016,3,25,7,4,12,8,4,4,4,12,24,16,217,4,4,16,0,4,90,12,8,36,65
2016,3,25,8,24,24,0,12,8,12,28,12,53,241,61,0,114,77,20,90,94,4,49,110
2016,3,25,9,12,8,53,16,20,0,8,90,20,352,16,0,8,168,12,32,61,8,225,110
2016,3,25,10,86,24,172,32,16,0,36,,24,159,24,12,28,131,41,8,127,4,737,135
2016,3,25,11,65,12,65,20,69,4,32,82,8,274,24,24,49,122,20,28,102,4,2148,311
2016,3,25,12,98,28,73,45,90,4,94,106,20,213,16,12,36,90,0,41,127,0,1164,209
2016,3,25,13,41,16,77,36,139,0,24,135,36,127,24,4,32,262,20,32,98,28,401,319
2016,3,25,14,53,0,57,127,45,8,73,,28,118,28,0,32,426,28,41,106,53,758,315
2016,3,25,15,32,32,61,94,8,0,77,106,49,131,32,24,49,159,41,45,110,61,533,299
2016,3,25,16,36,49,94,77,12,0,172,118,20,172,16,36,45,86,28,49,147,41,409,266
2016,3,25,17,41,41,90,41,12,8,274,69,20,155,4,8,77,65,28,82,57,49,204,200
2016,3,25,18,53,28,61,24,12,4,90,,82,102,8,4,73,36,73,32,139,61,225,192
2016,3,25,19,94,20,159,12,8,4,32,,16,77,8,24,28,73,65,32,213,49,204,184
2016,3,25,20,49,32,110,57,82,0,20,16,41,69,0,16,36,98,32,49,122,41,176,127
2016,3,25,21,36,77,143,65,69,0,16,20,36,102,36,20,57,127,36,28,102,32,168,53
2016,3,25,22,28,24,73,82,41,0,4,20,36,82,24,8,61,102,61,8,49,8,102,90
2016,3,25,23,65,4,94,106,36,0,4,20,53,69,4,24,49,53,61,16,61,8,57,98
2016,3,25,24,36,24,106,90,8,0,8,0,32,180,12,0,53,24,90,0,45,16,73,86
2016,3,26,1,16,24,45,45,12,4,4,4,45,94,4,8,45,36,98,4,24,8,73,53
2016,3,26,2,0,36,41,24,16,4,12,4,57,57,12,24,61,12,41,16,32,0,49,53
2016,3,26,3,16,69,32,12,4,0,8,0,20,8,4,12,102,41,24,24,32,28,36,36
2016,3,26,4,20,106,41,8,12,0,20,4,12,24,16,0,122,45,16,16,20,8,90,36
2016,3,26,5,8,69,24,4,0,4,12,0,12,20,4,4,61,53,32,12,16,8,77,28
2016,3,26,6,4,82,8,16,4,0,4,0,0,32,4,20,61,36,65,0,8,8,94,12
2016,3,26,7,4,53,24,0,12,4,0,4,12,28,8,12,45,102,36,12,20,8,45,32
2016,3,26,8,16,86,24,12,12,0,8,12,8,28,24,28,12,77,36,16,4,0,49,36
2016,3,26,9,36,57,32,12,4,0,0,20,16,28,4,24,24,49,4,36,16,0,36,45
2016,3,26,10,69,69,77,20,16,12,28,8,49,16,16,16,24,139,0,36,20,4,45,28
2016,3,26,11,73,32,45,32,159,20,,12,45,20,12,8,12,225,16,49,8,4,98,41
2016,3,26,12,77,49,45,12,69,20,,24,12,28,8,28,16,36,4,53,8,8,127,20
2016,3,26,13,36,24,28,12,77,57,24,36,69,20,24,4,28,41,8,28,8,8,86,24
2016,3,26,14,65,45,20,36,32,36,426,49,41,36,24,4,12,8,12,8,16,12,16,41
2016,3,26,15,24,118,41,20,32,36,49,20,36,28,4,0,20,36,0,20,28,16,77,73
2016,3,26,16,41,28,127,45,90,12,61,106,86,20,0,0,8,53,4,8,65,4,12,45
2016,3,26,17,65,57,61,147,98,45,41,278,24,8,12,0,0,24,16,4,20,12,24,16
2016,3,26,18,24,16,32,61,118,24,49,270,49,4,16,8,4,12,0,32,16,8,36,4
2016,3,26,19,20,16,61,53,352,16,45,229,32,20,0,4,16,12,28,32,8,12,49,28
2016,3,26,20,8,12,32,28,114,16,45,82,24,0,4,4,28,4,12,16,8,12,0,24
2016,3,26,21,12,0,16,20,53,32,20,110,20,24,4,8,0,0,0,4,12,12,0,28
2016,3,26,22,8,0,24,24,65,28,12,110,8,8,4,0,4,0,0,12,4,0,4,8
2016,3,26,23,20,0,16,16,28,20,12,90,16,16,0,4,4,4,0,0,0,4,4,16
2016,3,26,24,12,0,20,20,41,4,16,16,0,8,12,0,0,0,0,4,0,4,12,32
2016,3,27,1,20,0,28,61,20,32,12,24,8,0,4,0,0,4,8,4,4,0,0,24
2016,3,27,2,16,0,45,53,32,4,20,8,4,0,0,0,4,4,0,0,20,8,12,24
2016,3,27,3,16,4,20,36,28,12,12,20,8,0,0,4,4,0,0,0,4,0,8,32
2016,3,27,4,16,0,24,82,65,4,32,24,24,0,12,0,4,8,0,0,12,0,4,20
2016,3,27,5,28,8,20,53,65,4,32,20,4,4,4,4,4,4,4,4,8,4,12,12
2016,3,27,6,12,20,41,82,77,4,274,20,28,28,16,12,4,0,0,4,28,4,8,12
2016,3,27,7,12,16,32,90,98,4,41,20,8,41,8,8,4,16,4,53,24,4,28,20
2016,3,27,8,16,32,49,86,82,4,41,20,24,131,24,20,4,24,8,114,24,4,110,32
2016,3,27,9,32,41,356,90,151,4,49,45,32,426,32,12,45,28,4,36,28,4,151,28
2016,3,27,10,24,28,307,20,373,0,41,49,4,217,28,12,86,36,4,36,28,4,147,24
2016,3,27,11,32,32,151,24,418,8,57,16,20,155,57,12,65,20,12,28,0,12,41,32
2016,3,27,12,4,16,151,49,204,12,20,32,41,139,106,12,36,41,12,16,24,4,77,36
2016,3,27,13,4,8,122,49,278,8,373,12,57,73,73,4,53,12,8,41,16,0,28,65
2016,3,27,14,8,12,41,49,143,12,73,32,73,32,77,4,0,49,16,24,12,4,4,57
2016,3,27,15,12,4,77,49,77,16,82,4,36,41,49,16,4,49,24,24,32,12,127,32
2016,3,27,16,0,8,41,20,69,24,45,24,24,12,16,12,20,49,12,4,12,0,65,32
2016,3,27,17,4,12,69,53,106,24,53,36,20,32,8,0,16,24,4,8,20,4,147,24
2016,3,27,18,4,0,20,69,82,53,94,90,65,36,8,16,57,4,24,45,4,24,90,41
2016,3,27,19,8,4,28,36,86,24,90,45,53,28,32,0,24,0,4,94,4,12,61,28
2016,3,27,20,0,0,4,8,45,45,69,32,12,16,28,0,4,8,0,57,4,4,4,32
2016,3,27,21,4,0,0,32,24,24,12,32,24,12,4,0,0,0,4,0,28,4,0,28
2016,3,27,22,0,0,0,20,12,-9998,49,12,12,32,0,0,0,0,0,8,28,4,4,28
2016,3,27,23,4,0,4,4,24,-9998,28,8,4,8,4,4,0,4,0,4,8,0,0,16
2016,3,27,24,0,4,0,0,12,-9998,20,4,4,20,12,0,0,0,4,8,12,0,4,4
