年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光特別地域気象観測所,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2017,4,17,7,49,94,139,94,82,8,45,32,61,20,49,24,49,94,8,65,65,8,45,118
2017,4,17,8,49,57,200,77,86,32,110,57,61,24,106,73,139,110,8,180,192,176,77,65
2017,4,17,9,28,180,98,49,61,8,98,65,73,69,135,65,155,196,77,45,266,98,57,94
2017,4,17,10,8,164,139,86,86,8,77,32,94,36,32,45,82,164,86,16,90,86,20,41
2017,4,17,11,12,36,69,61,36,12,53,16,61,32,41,24,65,110,82,32,135,53,12,45
2017,4,17,12,4,45,57,53,12,12,36,41,24,28,20,8,36,73,61,20,221,32,4,28
2017,4,17,13,0,36,65,106,20,12,57,12,41,32,12,20,45,49,53,20,151,12,12,45
2017,4,17,14,8,16,49,57,8,16,69,36,53,20,12,8,24,16,36,57,36,0,4,32
2017,4,17,15,0,61,36,49,20,16,110,41,24,24,16,0,36,12,36,12,41,4,20,16
2017,4,17,16,4,12,41,57,20,24,65,20,28,20,4,4,8,4,53,20,69,73,36,16
2017,4,17,17,0,20,45,20,12,0,57,12,28,8,8,0,24,8,41,61,106,32,8,0
2017,4,17,18,0,32,4,8,16,8,57,4,36,16,4,0,20,8,4,12,41,8,0,4
2017,4,17,19,4,0,4,0,36,0,45,0,8,8,16,0,4,4,0,8,16,0,0,0
2017,4,17,20,0,0,0,0,4,0,8,4,4,4,0,0,20,0,0,0,0,8,0,0
2017,4,17,21,0,0,4,0,0,0,0,0,4,0,0,0,8,4,0,0,8,0,0,0
2017,4,17,22,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,4,0,4,0
2017,4,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
2017,4,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2017,4,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0
2017,4,18,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,86
2017,4,18,3,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,20,0,0,0
2017,4,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,18,5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0
2017,4,18,6,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2017,4,18,7,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2017,4,18,8,8,8,0,0,0,0,0,0,4,0,0,0,4,0,0,4,16,4,0,0
2017,4,18,9,24,16,0,0,0,4,0,0,4,12,4,0,8,0,0,8,8,41,4,4
2017,4,18,10,61,32,8,8,4,0,28,4,12,32,28,12,36,4,8,28,4,16,4,24
2017,4,18,11,20,73,12,24,0,4,77,0,32,82,90,4,32,53,32,8,57,24,0,4
2017,4,18,12,20,102,28,4,8,4,32,20,45,90,65,0,32,118,28,168,209,53,16,24
2017,4,18,13,24,73,4,16,16,4,36,12,49,102,49,8,24,57,41,213,237,8,28,32
2017,4,18,14,24,98,20,45,57,20,49,12,49,106,36,12,24,69,24,24,209,4,24,8
2017,4,18,15,4,77,32,65,32,8,110,16,69,90,32,4,20,106,20,57,258,12,20,32
2017,4,18,16,4,86,69,77,8,12,118,8,86,53,24,4,20,73,36,36,176,0,12,20
2017,4,18,17,0,82,114,98,24,28,94,0,102,61,94,0,20,98,24,53,250,8,20,16
2017,4,18,18,20,28,110,98,12,0,73,20,98,200,94,4,24,110,24,122,475,8,24,4
2017,4,18,19,4,16,94,36,20,0,32,4,41,122,45,32,16,164,291,94,422,4,77,16
2017,4,18,20,8,41,106,65,4,0,20,0,28,127,53,16,45,41,90,12,164,45,86,90
2017,4,18,21,16,28,94,20,8,0,4,4,49,86,45,0,86,8,12,36,229,61,20,57
2017,4,18,22,24,36,90,8,0,0,12,16,28,65,49,0,45,16,0,131,287,49,12,20
2017,4,18,23,20,61,41,16,0,4,0,49,77,45,16,16,53,24,0,143,98,28,28,57
2017,4,18,24,4,53,32,24,8,0,4,24,73,32,20,32,73,41,4,151,16,24,16,118
2017,4,19,1,4,12,45,28,16,0,0,12,41,24,8,32,65,41,8,102,57,32,16,65
2017,4,19,2,4,28,28,16,4,8,12,16,41,4,16,4,57,16,0,53,20,16,20,69
2017,4,19,3,0,16,16,12,12,8,36,20,53,45,36,12,20,36,0,77,36,8,32,12
2017,4,19,4,8,16,28,32,16,28,53,16,114,41,73,0,12,16,0,41,53,12,16,20
2017,4,19,5,8,28,45,4,24,4,20,28,65,45,45,4,20,24,0,45,41,8,24,16
2017,4,19,6,4,16,32,12,20,4,8,8,53,20,77,4,32,36,4,24,73,4,16,32
2017,4,19,7,24,86,82,45,36,8,16,53,57,127,90,16,41,106,16,41,196,4,20,98
2017,4,19,8,12,122,69,114,16,8,49,16,106,131,41,16,77,200,8,86,426,28,41,82
2017,4,19,9,49,94,98,77,41,0,41,32,32,200,41,20,36,155,0,98,508,8,45,16
2017,4,19,10,94,102,86,73,53,0,86,77,41,118,65,8,20,118,0,82,180,4,36,32
2017,4,19,11,69,127,98,102,61,0,49,53,45,73,57,12,24,90,4,147,237,12,36,16
2017,4,19,12,57,57,69,127,49,0,65,20,49,32,122,24,57,98,8,73,237,16,41,4
2017,4,19,13,4,49,65,57,24,0,143,32,94,65,49,24,20,196,0,41,143,8,32,4
2017,4,19,14,12,69,82,77,12,0,114,0,69,61,24,8,16,127,4,49,180,8,24,0
2017,4,19,15,4,69,82,82,12,0,110,4,32,102,24,24,32,168,0,36,180,12,41,32
2017,4,19,16,20,94,65,45,20,0,77,12,41,49,24,12,110,176,8,49,127,82,53,16
2017,4,19,17,8,147,49,45,20,41,41,8,57,28,20,20,106,241,12,65,118,16,61,32
2017,4,19,18,8,61,28,41,8,16,16,,36,24,20,4,82,409,8,61,135,32,24,12
2017,4,19,19,4,53,41,24,20,4,4,4,20,90,28,8,86,262,12,69,200,49,57,61
2017,4,19,20,0,45,32,41,28,28,0,4,24,45,12,4,49,143,20,0,73,53,32,24
2017,4,19,21,12,36,28,28,12,65,12,4,24,28,8,0,8,61,0,20,12,28,28,57
2017,4,19,22,16,41,86,12,0,24,20,4,20,24,28,8,32,41,20,28,41,24,12,65
2017,4,19,23,8,65,41,16,8,8,24,4,12,20,24,4,8,49,12,16,8,20,8,61
2017,4,19,24,24,24,49,12,8,4,61,0,8,8,8,0,28,53,12,45,8,8,20,69
2017,4,20,1,8,24,20,28,4,0,28,12,16,12,28,0,8,28,0,12,20,20,4,82
2017,4,20,2,8,24,36,16,0,0,16,4,20,20,24,4,28,57,8,36,41,24,8,69
2017,4,20,3,24,24,28,4,4,0,8,8,4,32,12,0,28,82,0,53,20,16,24,28
2017,4,20,4,20,28,28,28,0,4,8,4,0,61,16,4,12,20,0,49,8,12,24,36
2017,4,20,5,20,12,16,49,0,4,0,12,0,32,41,4,36,65,0,61,24,20,8,8
2017,4,20,6,12,8,24,32,0,0,4,4,4,24,24,4,24,53,8,41,8,41,16,53
2017,4,20,7,28,28,32,32,4,4,0,8,4,36,53,4,16,41,4,20,53,20,20,28
2017,4,20,8,12,24,77,36,4,16,8,4,12,49,28,0,20,28,24,20,131,24,12,61
2017,4,20,9,4,49,53,28,8,4,16,4,12,36,24,16,28,245,12,28,77,24,8,28
2017,4,20,10,8,4,36,36,4,8,8,45,28,20,20,0,16,65,12,45,102,20,16,32
2017,4,20,11,28,32,24,24,8,0,20,20,24,36,16,4,20,12,12,36,57,12,8,16
2017,4,20,12,8,32,28,41,4,4,20,16,12,45,20,4,36,28,0,12,106,12,8,4
2017,4,20,13,4,28,20,49,4,0,4,12,41,20,32,12,32,4,4,16,61,12,0,12
2017,4,20,14,16,8,20,36,4,8,12,4,57,24,12,4,16,16,8,24,86,8,16,28
2017,4,20,15,0,32,20,16,12,8,20,20,28,12,20,8,0,0,12,28,28,16,4,12
2017,4,20,16,4,12,28,77,16,16,32,4,53,16,28,0,0,4,16,28,32,4,4,4
2017,4,20,17,4,4,24,41,0,8,24,20,32,24,8,4,4,8,12,16,20,0,0,0
2017,4,20,18,8,4,24,20,4,16,28,16,8,20,0,0,20,4,8,16,16,12,4,4
2017,4,20,19,8,8,32,20,4,20,41,16,8,24,12,0,16,8,4,20,65,4,4,8
2017,4,20,20,0,16,12,12,8,41,86,8,0,16,28,0,4,12,0,12,41,4,8,16
2017,4,20,21,4,4,12,12,8,20,73,4,4,32,24,12,4,12,4,16,32,0,8,8
2017,4,20,22,4,8,16,20,16,0,57,8,16,36,20,4,4,16,4,20,12,16,0,4
2017,4,20,23,4,8,12,0,0,16,32,4,12,28,24,4,12,0,8,12,20,4,4,12
2017,4,20,24,4,20,20,16,8,0,24,8,20,20,8,12,8,4,45,4,28,4,4,0
2017,4,21,1,4,4,16,4,16,0,8,0,8,12,20,16,4,4,0,16,41,16,4,12
2017,4,21,2,0,0,8,8,4,0,24,4,12,12,28,8,12,8,0,12,8,4,4,12
2017,4,21,3,8,12,4,4,0,0,24,12,4,16,16,0,12,8,0,12,12,8,4,24
2017,4,21,4,8,4,12,16,12,0,36,12,8,36,28,0,12,0,0,8,12,20,0,8
2017,4,21,5,8,32,4,4,4,0,73,8,0,24,16,0,28,8,0,20,16,8,4,16
2017,4,21,6,4,4,8,16,12,0,98,106,8,28,86,4,41,16,0,12,8,8,8,28
2017,4,21,7,4,4,16,20,24,4,32,36,8,20,73,0,16,12,0,8,4,4,4,28
2017,4,21,8,4,20,57,32,16,0,69,24,28,49,49,8,8,4,0,20,45,8,4,28
2017,4,21,9,0,45,53,77,32,0,98,32,41,61,41,16,24,,4,24,77,24,4,41
2017,4,21,10,8,28,28,65,20,0,143,20,77,118,151,12,20,,4,53,176,20,12,28
2017,4,21,11,8,32,57,65,16,8,82,32,49,45,94,24,16,,4,155,151,8,4,24
2017,4,21,12,45,61,36,57,12,12,41,16,32,94,69,0,53,57,0,110,692,12,12,32
2017,4,21,13,4,49,32,45,12,8,53,4,28,110,143,4,41,8,4,53,209,12,8,12
2017,4,21,14,0,61,12,45,4,24,36,12,65,114,164,4,20,65,16,114,295,36,36,12
2017,4,21,15,8,,32,53,8,4,53,4,36,196,122,4,12,65,4,114,262,36,36,20
2017,4,21,16,0,57,16,45,4,0,77,12,45,143,122,0,53,65,4,90,94,12,32,24
2017,4,21,17,8,24,41,53,28,4,61,12,53,90,82,4,45,159,8,77,155,12,8,12
2017,4,21,18,20,77,36,65,24,20,73,20,114,77,61,16,32,73,8,94,196,16,4,12
2017,4,21,19,8,45,4,32,49,16,77,24,90,69,77,8,73,53,4,41,98,20,12,8
2017,4,21,20,12,49,0,45,49,8,65,20,77,57,82,16,24,69,12,57,32,4,16,20
2017,4,21,21,8,20,4,82,41,0,24,4,49,36,77,0,12,53,4,20,28,8,12,16
2017,4,21,22,8,24,4,28,41,4,12,20,20,16,225,0,16,61,0,20,20,0,4,20
2017,4,21,23,0,32,0,24,16,0,28,16,36,28,86,4,12,28,4,32,8,8,12,16
2017,4,21,24,0,4,20,20,12,4,12,36,28,24,57,0,20,36,0,57,4,8,8,20
2017,4,22,1,12,4,28,16,32,0,8,28,45,90,82,4,32,32,0,57,12,4,12,24
2017,4,22,2,4,4,12,16,8,4,0,32,49,127,61,0,12,41,0,229,4,20,12,8
2017,4,22,3,4,4,24,90,20,0,20,53,24,217,192,4,16,16,0,287,16,16,36,4
2017,4,22,4,4,20,12,147,32,0,0,36,16,459,61,0,20,12,0,217,4,36,0,12
2017,4,22,5,8,82,32,65,24,4,4,16,12,114,32,0,4,0,0,135,0,32,24,20
2017,4,22,6,20,61,45,57,4,0,16,41,65,155,16,0,28,0,0,82,12,16,4,32
2017,4,22,7,20,61,49,168,16,0,8,24,49,204,28,0,16,12,4,143,12,20,8,41
2017,4,22,8,20,131,69,49,16,0,16,28,57,110,32,4,57,28,12,61,172,20,0,57
2017,4,22,9,45,41,57,49,8,12,45,20,57,192,57,0,65,65,4,86,315,20,4,20
2017,4,22,10,20,32,53,159,12,4,32,8,143,82,73,16,168,57,24,233,217,32,0,49
2017,4,22,11,8,73,24,53,20,4,28,12,102,49,36,16,122,32,36,250,450,57,28,8
2017,4,22,12,24,57,57,86,0,8,32,8,49,36,45,45,143,65,24,65,426,73,8,45
2017,4,22,13,20,16,41,114,16,0,12,12,45,73,32,41,98,24,4,24,184,36,12,28
2017,4,22,14,0,36,41,168,8,12,65,12,61,127,24,24,36,28,24,28,176,94,32,16
2017,4,22,15,0,36,32,139,28,12,69,4,69,69,8,8,20,28,12,131,344,118,24,20
2017,4,22,16,8,20,16,45,12,8,61,12,16,24,20,8,28,24,94,61,106,90,20,20
2017,4,22,17,0,49,12,41,32,8,77,49,12,0,69,32,24,8,4,32,143,61,12,16
2017,4,22,18,8,12,8,36,16,20,45,36,16,0,94,28,16,16,28,24,61,36,8,73
2017,4,22,19,0,20,16,0,12,24,49,4,8,8,69,0,32,24,24,0,24,36,0,41
2017,4,22,20,4,16,16,4,12,8,28,8,0,4,24,4,8,4,8,0,24,8,0,36
2017,4,22,21,0,12,41,0,4,12,12,4,8,0,0,0,16,4,4,0,0,4,0,16
2017,4,22,22,12,12,53,0,4,0,28,4,0,4,0,0,0,8,0,0,4,0,0,0
2017,4,22,23,0,16,36,0,41,0,4,0,8,0,4,0,0,8,8,0,221,0,8,0
2017,4,22,24,0,4,57,0,49,0,0,4,0,0,4,4,4,41,0,0,12,0,0,12
2017,4,23,1,0,0,61,0,28,0,0,4,4,0,8,0,12,82,4,4,4,0,0,0
2017,4,23,2,4,4,57,0,4,0,24,4,0,0,4,0,0,36,4,0,8,0,4,0
2017,4,23,3,0,8,16,0,8,4,24,8,0,0,4,0,8,20,4,0,32,0,0,12
2017,4,23,4,4,4,20,0,0,16,0,20,4,4,36,4,12,41,0,0,0,8,0,0
2017,4,23,5,8,0,41,8,4,4,4,4,0,4,77,0,12,28,0,0,4,0,0,0
2017,4,23,6,4,0,20,0,8,0,4,12,28,12,57,4,12,12,0,0,0,4,4,0
2017,4,23,7,12,20,36,24,0,4,4,8,4,24,86,4,24,32,20,41,24,4,0,0
2017,4,23,8,8,24,41,16,16,0,12,28,8,73,98,0,49,61,32,45,20,24,4,8
2017,4,23,9,12,32,49,24,16,4,16,4,24,299,77,16,41,45,20,82,90,8,8,4
2017,4,23,10,4,20,16,16,8,8,20,20,4,168,49,4,32,73,4,28,393,32,4,65
2017,4,23,11,94,20,12,12,0,8,57,32,16,139,45,12,36,159,0,24,352,36,16,114
2017,4,23,12,0,32,0,41,12,8,24,8,20,73,12,12,28,86,16,12,254,24,12,110
2017,4,23,13,12,28,16,32,0,4,24,8,4,20,28,8,8,143,28,28,225,12,8,16
2017,4,23,14,0,41,41,32,20,0,24,24,0,28,57,4,82,24,36,8,217,12,4,4
2017,4,23,15,8,16,12,57,4,0,20,8,16,36,49,20,20,41,12,32,196,36,4,20
2017,4,23,16,4,20,0,8,12,12,24,12,41,45,4,8,49,16,16,12,82,12,16,28
2017,4,23,17,0,8,8,28,0,8,36,12,41,32,49,0,32,16,20,12,69,8,4,4
2017,4,23,18,0,20,28,32,4,0,32,8,45,41,45,16,12,8,8,8,82,12,4,20
2017,4,23,19,0,12,41,12,8,8,94,4,20,45,45,4,4,20,16,16,110,20,4,8
2017,4,23,20,4,12,28,4,12,16,41,8,32,45,20,4,12,12,36,8,24,20,0,16
2017,4,23,21,0,16,12,36,16,8,61,8,0,20,45,8,0,8,0,4,36,12,0,4
2017,4,23,22,4,8,28,16,12,16,24,8,0,36,28,0,16,0,0,0,127,4,8,4
2017,4,23,23,0,8,0,12,12,8,61,8,8,36,131,12,12,0,4,8,118,8,4,8
2017,4,23,24,8,8,4,16,4,4,82,4,0,69,114,8,12,4,0,16,139,4,16,12
2017,4,24,1,0,53,8,8,0,12,36,4,8,49,41,4,12,4,8,28,8,16,8,12
2017,4,24,2,0,24,4,0,0,4,32,12,12,61,57,12,24,4,0,12,24,4,12,8
2017,4,24,3,4,16,4,12,4,0,73,0,49,36,61,4,20,8,0,41,32,12,4,32
2017,4,24,4,4,0,4,12,4,0,77,0,12,8,36,4,4,8,0,24,16,0,0,45
2017,4,24,5,0,4,8,8,8,0,41,4,12,28,65,0,0,12,0,32,28,4,4,20
2017,4,24,6,0,0,12,4,0,0,45,8,0,73,102,0,16,4,4,20,12,0,0,41
2017,4,24,7,4,8,53,16,8,0,36,28,4,106,98,0,65,20,8,61,49,24,4,8
2017,4,24,8,16,16,36,106,28,4,53,12,12,98,61,8,32,12,36,110,57,4,4,24
2017,4,24,9,4,8,41,49,8,4,73,12,24,57,90,12,45,36,32,102,127,16,8,24
2017,4,24,10,16,32,24,90,8,8,41,24,16,73,127,20,28,90,32,127,139,12,8,20
2017,4,24,11,20,24,28,77,28,4,24,16,24,57,127,28,69,28,32,45,164,4,16,12
2017,4,24,12,0,36,16,110,20,8,28,20,45,102,127,12,49,12,53,8,192,28,4,8
2017,4,24,13,4,20,16,69,24,4,12,0,8,77,61,12,61,24,69,16,102,16,4,4
2017,4,24,14,8,20,8,94,12,8,24,20,49,65,24,20,65,12,28,32,73,4,12,12
2017,4,24,15,8,20,20,135,12,20,12,8,20,32,24,12,20,4,41,16,32,0,16,8
2017,4,24,16,16,8,20,77,16,4,20,0,28,49,24,12,4,0,24,28,36,4,0,8
2017,4,24,17,4,16,28,32,20,4,28,20,36,24,12,4,16,4,8,36,36,8,28,12
2017,4,24,18,12,16,16,32,16,28,57,8,36,12,0,4,24,12,24,77,69,0,8,4
2017,4,24,19,4,12,20,49,8,36,69,8,20,32,28,4,0,12,8,49,24,16,0,8
2017,4,24,20,0,8,24,16,0,36,98,16,16,57,16,4,0,12,4,36,45,8,16,0
2017,4,24,21,4,20,4,24,4,53,45,20,8,24,49,0,0,8,0,16,45,0,8,12
2017,4,24,22,0,12,0,12,4,20,57,8,4,69,41,4,0,12,0,28,32,4,8,8
2017,4,24,23,4,20,0,41,8,12,77,8,4,45,77,0,8,4,0,12,16,0,8,8
2017,4,24,24,20,12,0,69,12,4,28,4,4,12,45,4,16,4,0,90,8,0,0,12
2017,4,25,1,16,4,4,24,0,4,20,4,16,16,20,0,4,0,0,12,8,8,8,0
2017,4,25,2,4,0,8,12,36,0,16,0,8,8,12,0,0,0,0,8,8,0,4,0
2017,4,25,3,4,0,0,4,0,0,4,4,4,20,20,4,4,0,0,4,4,0,0,0
2017,4,25,4,0,8,0,16,16,0,12,4,16,0,28,0,0,0,0,8,0,4,0,8
2017,4,25,5,0,8,0,12,12,0,24,0,12,8,24,0,0,4,0,4,0,0,0,0
2017,4,25,6,0,8,12,12,16,0,41,0,8,4,28,0,4,0,0,8,0,4,0,4
2017,4,25,7,20,77,49,24,16,0,24,20,4,4,32,0,20,20,32,20,16,8,0,4
2017,4,25,8,8,102,49,94,24,8,118,12,45,28,98,0,16,49,86,98,53,4,8,4
2017,4,25,9,4,53,69,98,8,20,151,4,8,118,262,12,20,77,114,61,139,24,4,20
2017,4,25,10,8,41,53,86,12,12,90,28,24,61,106,4,49,90,61,12,135,4,4,16
2017,4,25,11,8,12,32,73,41,16,24,8,61,45,90,4,77,57,4,41,86,8,12,8
2017,4,25,12,12,20,28,45,65,4,20,8,28,41,86,0,53,28,24,12,61,8,4,16
2017,4,25,13,8,32,65,73,12,12,57,4,24,45,41,8,65,61,53,16,69,0,12,24
2017,4,25,14,16,82,45,77,16,20,106,0,28,24,8,4,28,41,20,20,110,0,0,12
2017,4,25,15,16,41,20,94,20,0,53,12,41,36,24,8,12,20,20,53,82,0,24,12
2017,4,25,16,4,73,20,98,24,4,57,0,36,65,16,4,16,49,32,12,90,12,0,20
2017,4,25,17,4,61,16,65,24,8,53,16,24,94,12,4,4,28,20,12,86,4,16,8
2017,4,25,18,4,53,20,131,24,12,20,4,77,36,28,4,24,20,4,106,82,36,4,8
2017,4,25,19,0,65,49,118,28,16,139,16,36,49,53,8,24,12,12,114,45,28,0,4
2017,4,25,20,4,49,61,69,41,0,49,49,4,45,118,4,16,12,4,8,36,12,0,0
2017,4,25,21,8,32,20,49,36,0,98,24,4,41,90,4,4,0,0,28,20,4,0,12
2017,4,25,22,12,0,12,32,41,0,110,28,8,53,53,4,4,8,0,0,12,4,4,0
2017,4,25,23,4,20,4,24,20,8,73,16,36,24,57,0,0,0,0,8,12,0,0,0
2017,4,25,24,4,12,12,8,8,12,36,8,4,24,16,0,12,4,0,0,8,0,4,4
2017,4,26,1,0,4,4,8,28,8,24,4,0,28,28,0,0,0,4,8,4,0,0,0
2017,4,26,2,0,4,8,8,28,0,41,8,20,24,16,0,4,8,0,20,8,4,0,0
2017,4,26,3,4,0,4,4,0,4,61,16,16,4,41,0,8,0,0,49,0,0,4,0
2017,4,26,4,0,8,8,4,0,0,45,20,8,16,73,0,0,0,0,32,24,4,0,0
2017,4,26,5,8,4,12,0,16,4,65,24,4,12,82,0,0,0,0,41,0,0,8,4
2017,4,26,6,4,8,16,16,12,0,57,41,8,24,28,0,4,4,4,32,8,0,0,0
2017,4,26,7,8,0,32,41,8,0,65,86,16,20,90,0,8,12,0,20,32,0,0,0
2017,4,26,8,8,24,12,69,12,0,118,127,36,90,45,0,8,28,4,12,45,4,8,20
2017,4,26,9,12,49,73,168,28,20,352,61,82,41,110,20,12,77,4,274,110,77,8,20
2017,4,26,10,12,20,122,131,102,16,98,98,69,135,143,4,41,98,32,307,188,32,8,24
2017,4,26,11,20,49,131,127,57,16,77,69,90,155,114,4,28,82,8,180,245,28,4,16
2017,4,26,12,0,32,151,102,4,0,69,53,106,90,262,4,16,28,0,180,258,49,20,16
2017,4,26,13,12,77,118,98,28,4,45,86,49,118,90,0,16,61,16,159,233,16,4,24
2017,4,26,14,4,57,114,127,36,24,73,73,45,69,287,0,16,53,8,106,196,4,4,32
2017,4,26,15,32,86,143,53,57,12,131,45,69,77,303,0,32,45,8,127,135,16,8,20
2017,4,26,16,16,28,151,131,45,4,151,36,69,155,127,0,8,45,4,94,131,20,4,20
2017,4,26,17,0,16,139,131,49,12,94,65,73,61,168,4,4,32,8,127,139,4,4,0
2017,4,26,18,12,16,122,172,135,4,135,86,8,69,176,4,16,28,4,151,323,4,0,32
2017,4,26,19,36,8,82,102,65,4,110,82,24,106,127,0,4,20,0,49,155,4,4,8
2017,4,26,20,41,8,94,86,28,24,53,53,4,98,45,0,0,16,0,49,245,0,0,4
2017,4,26,21,20,8,49,53,4,16,86,69,12,98,49,4,8,8,0,41,118,0,0,8
2017,4,26,22,8,8,41,16,28,12,57,65,41,65,69,4,0,24,0,118,159,8,4,4
2017,4,26,23,12,8,24,8,16,0,122,102,53,57,73,0,8,36,4,61,266,24,4,24
2017,4,26,24,4,0,24,8,49,0,41,49,45,45,61,0,4,16,0,49,356,0,0,20
2017,4,27,1,0,0,16,8,114,0,20,57,36,57,176,0,0,41,0,69,348,12,0,8
2017,4,27,2,8,16,12,28,36,0,41,118,16,65,98,0,0,24,0,164,266,4,0,0
2017,4,27,3,0,16,12,41,32,0,4,86,4,94,77,4,4,12,0,24,61,0,0,0
2017,4,27,4,0,12,12,12,36,0,12,49,8,102,209,0,0,8,0,32,77,8,0,4
2017,4,27,5,0,20,8,16,65,4,45,65,4,176,237,0,4,0,0,159,73,0,4,4
2017,4,27,6,0,0,4,20,233,0,110,77,28,323,381,0,0,0,0,41,131,4,4,4
2017,4,27,7,0,0,8,147,274,8,41,49,0,348,164,0,0,0,0,282,352,0,0,28
2017,4,27,8,0,4,0,122,200,4,28,69,32,328,110,0,0,0,0,303,528,0,0,12
2017,4,27,9,8,24,4,172,295,0,110,45,122,114,139,0,0,0,0,225,278,8,0,41
2017,4,27,10,0,45,28,135,135,4,159,65,192,98,262,0,0,0,0,82,184,20,0,16
2017,4,27,11,4,49,32,131,65,0,73,32,127,233,237,4,16,36,0,49,168,28,0,8
2017,4,27,12,12,36,32,86,86,0,41,86,164,245,168,0,41,36,4,159,262,61,4,0
2017,4,27,13,4,24,8,53,53,0,20,32,82,237,90,4,82,45,4,147,254,49,20,8
2017,4,27,14,4,16,36,45,49,0,65,8,94,147,73,12,73,16,12,73,348,24,16,4
2017,4,27,15,8,24,12,28,28,0,65,8,65,49,57,12,45,53,8,49,106,61,16,36
2017,4,27,16,12,12,20,98,86,0,131,8,41,45,49,12,45,12,77,94,98,12,16,0
2017,4,27,17,0,16,12,61,65,0,110,8,61,57,106,4,16,24,45,28,57,8,24,4
2017,4,27,18,4,36,32,45,94,0,57,12,73,32,143,12,16,16,32,106,24,8,16,0
2017,4,27,19,4,143,24,127,77,0,41,24,73,49,82,12,4,28,12,61,32,8,0,0
2017,4,27,20,8,12,24,82,41,0,32,82,32,36,143,20,20,12,0,86,28,4,8,0
2017,4,27,21,8,0,12,41,98,0,49,41,41,28,73,12,24,28,4,0,4,0,12,8
2017,4,27,22,12,8,8,61,32,28,41,41,4,8,94,20,12,28,0,0,4,28,12,4
2017,4,27,23,32,16,12,57,32,12,20,45,4,20,86,4,12,16,8,8,8,0,12,0
2017,4,27,24,4,41,32,73,20,4,8,69,4,28,102,16,24,16,8,0,20,4,8,0
2017,4,28,1,4,24,41,28,24,0,8,28,4,4,73,8,8,16,4,4,32,4,8,0
2017,4,28,2,4,28,77,12,20,0,12,8,8,16,114,4,4,8,0,12,61,4,4,0
2017,4,28,3,8,4,57,36,4,0,8,32,12,61,86,0,8,16,0,12,69,0,0,4
2017,4,28,4,8,12,28,53,114,0,12,28,24,32,131,0,0,12,0,53,102,0,0,8
2017,4,28,5,12,12,16,20,73,0,32,69,36,16,127,0,16,20,0,0,61,0,8,16
2017,4,28,6,0,4,24,122,41,4,24,28,28,28,86,0,8,12,0,8,53,4,8,12
2017,4,28,7,8,12,57,147,28,0,8,4,8,20,102,4,4,0,8,4,65,4,24,20
2017,4,28,8,16,16,61,106,114,12,24,20,12,53,69,8,16,41,8,8,200,16,12,8
2017,4,28,9,12,36,45,110,106,4,45,36,12,36,110,4,53,41,8,57,147,24,28,32
2017,4,28,10,8,28,28,73,32,8,24,24,45,28,49,20,122,86,69,172,73,32,4,12
2017,4,28,11,8,32,12,86,57,16,36,20,73,49,69,20,90,69,12,53,151,16,8,12
2017,4,28,12,0,12,8,110,16,8,20,4,45,24,61,24,82,69,28,32,127,20,4,16
2017,4,28,13,16,45,8,122,20,12,24,16,32,28,45,32,61,20,12,24,61,16,0,4
2017,4,28,14,8,8,8,41,36,12,24,24,20,53,53,12,28,0,24,12,77,4,4,4
2017,4,28,15,20,16,20,135,36,20,32,36,20,53,45,12,65,0,24,8,69,16,0,4
2017,4,28,16,0,4,36,86,8,32,24,16,24,24,12,12,41,16,4,8,110,4,4,0
2017,4,28,17,0,8,8,102,0,53,69,12,4,41,28,4,36,24,8,45,168,0,0,0
2017,4,28,18,4,8,8,28,12,20,98,12,28,20,28,0,32,16,45,57,151,0,8,12
2017,4,28,19,0,36,20,8,4,28,110,24,32,24,28,12,12,32,65,41,57,0,4,16
2017,4,28,20,0,8,12,12,4,12,8,4,69,86,41,16,69,90,24,53,139,4,28,8
2017,4,28,21,4,0,4,4,4,20,12,0,28,28,24,0,106,28,4,73,159,12,32,53
2017,4,28,22,0,4,0,4,4,0,8,12,0,36,4,4,16,0,0,8,143,12,4,53
